,URL,Date,User,Tweet
0,https://twitter.com/abdullah_fikri/status/1597742089840001024,2022-11-29 23:59:33+00:00,abdullah_fikri,"Apa yang bisa dipelajari dari aksi pencopotan label identitas di bantuan tenda untuk penyintas #GempaCianjur #CianjurBerduka? Simak tulisannya di @hariankompas
#relawan
https://t.co/egu0zblz3P"
1,https://twitter.com/calanasowek/status/1597742085800873984,2022-11-29 23:59:32+00:00,calanasowek,"@ridwankamil Itu pun gak banyak,ada 4 orang warga yang sangat berempati terhadap korban gempa cianjur,dan melihat di sosmed viral bapak bapak memakai baju ibu ibu karna katanya bantuan pakaian layak pakai nya kebanyakan untuk ibu ibu"
2,https://twitter.com/DinaSufitri/status/1597741517904322561,2022-11-29 23:57:17+00:00,DinaSufitri,"Hati - hati untuk kita tetap satu, oknum tetap oknum yang menghancurkan. 
lihat ke pelosok² Cianjur masih ada daerah yang belum masuk bantuan. 

#Cianjur #GempaBumi #GempaCianjur #Gempa"
3,https://twitter.com/edhi_shi/status/1597741428708638722,2022-11-29 23:56:55+00:00,edhi_shi,"@katrinrienks @arifinpribadi @an_ti_ka_drun Cukup doa aja saat ini.
Dan ucapan duka.
Pray for cianjur.

Setelah itu biar Tuhan yg tentukan nasib korban gempa di cianjur.
Mrk minta diluar logika umum.
Teguran Tuhan tak diindahkan korban gempa itu.
Biarkan sebentar, alami yg ada.
@PemkabCianjur yg punya tugas cari solusi."
4,https://twitter.com/NettyRosMiatyR2/status/1597741296869068801,2022-11-29 23:56:24+00:00,NettyRosMiatyR2,"Ketua Tim Penggerak PKK Provinsi Jawa Barat Atalia Praratya @RidwanKamil meninjau warga terdampak gempa bumi di Desa Rancagoong, Kecamatan Cilaku, Kab. Cianjur. (29/11/2022).
#pplhiupdate_2016 #pplhiupdate_2020 #pplhipeduli #RidwanKamil #RelawanSahabatRK  #SahabatRK https://t.co/lDzVSIPay5"
5,https://twitter.com/hijabku05/status/1597741074759397376,2022-11-29 23:55:31+00:00,hijabku05,"Bersuka Cita di Tengah Penderitaan Rakyat Gempa Cianjur, Pantaskah? Acara ini menyisakan 31 ton sampah berserakan GBK. Sungguh ironi, di tengah duka lara bencana gempa Cianjur penguasa justru mengadakan pertemuan besar demi eskalasi politiknya
#IslamKaffah
https://t.co/xyRJQ1wG5g https://t.co/IjVG9Cbao4"
6,https://twitter.com/okinmediaid/status/1597741017985581056,2022-11-29 23:55:17+00:00,okinmediaid,"TINDAKAN DAN SARAN SALAH SEORANG RELAWAN PARTAI AMANAT NASIONAL (PAN) DALAM PENANGGULANGAN CEPAT KORBAN BENCANA GEMPA CIANJUR (Saran ditulis oleh : Darwin Purba, SKom, MM, DR(c) Bacaleg DPR RI PAN Jabar-06 Kota Bekasi dan Kota Depok)
https://t.co/OdsJO69irS"
7,https://twitter.com/Umi78162201/status/1597741017712558081,2022-11-29 23:55:17+00:00,Umi78162201,@infoBMKG Yaa ALLAH redakan gempa di cianjur kasian saudaraku yg di sana.
8,https://twitter.com/AhmadSojirin/status/1597741004961914883,2022-11-29 23:55:14+00:00,AhmadSojirin,@elonmusk bisa anda sejenak melihat saudara kami yang lagi kena musibah gempa bumi di cianjur jawa barat indonesia🇲🇨🇲🇨🇲🇨 https://t.co/o1IFfl7QVR
9,https://twitter.com/Fbinews7/status/1597741004643536896,2022-11-29 23:55:14+00:00,Fbinews7,"Pasca Gempa Cianjur, [Update] 327 Orang Meninggal Dunia  → https://t.co/mubgdFErGC"
